id,address,businessName,photoURL,city,state,url,reviewCount,stars,longitude,latitude
27,"3451 Walnut StUniversity CityPhiladelphia, PA 19104",University of Pennsylvania,http://s3-media3.ak.yelpcdn.com/bphoto/uRN5WC1GA3A8TkIwqfOD_A/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/university-of-pennsylvania-philadelphia,33,4,-75.19389,39.953115
28,"3401 Walnut StUniversity CityPhiladelphia, PA 19104",Mad Mex,http://s3-media1.ak.yelpcdn.com/bphoto/8WLcP1XXfwtZYzZiQwSHVg/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/mad-mex-philadelphia,281,3,-75.193026,39.952998
29,"3800 Spruce StUniversity CityPhiladelphia, PA 19104",Veterinary Hospital University of Pennsylvania,http://s3-media3.ak.yelpcdn.com/bphoto/5oGrQj_JlGtHTGmkq7iF5g/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/veterinary-hospital-university-of-pennsylvania-philadelphia,36,3.5,-75.199939,39.95113
30,"4202 Baltimore AveUniversity CityPhiladelphia, PA 19104",Royal Pizza,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Philadelphia,PA,http://www.yelp.com/biz/royal-pizza-philadelphia,5,3.5,-75.2073661,39.9497747
31,"8910 University Center LnSte 800University CitySan Diego, CA 92122",Gordon-Weiss-Schanzlin,http://s3-media4.ak.yelpcdn.com/bphoto/StHagCA2mRqCPoXdtTFstw/ms.jpg,San Diego,CA,http://www.yelp.com/biz/gordon-weiss-schanzlin-san-diego,31,4.5,-117.2268717,32.8709781
32,"3636 Sansom StUniversity CityPhiladelphia, PA 19104",Pod,http://s3-media3.ak.yelpcdn.com/bphoto/VRMtFPTTUbWatjeVSqcp_A/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/pod-philadelphia,332,3.5,-75.1954898,39.9539924
33,"University of Pennsylvania1920 Commons BuildingUniversity CityPhiladelphia, PA 19104",Jamba Juice,http://s3-media3.ak.yelpcdn.com/bphoto/p-7HhbXx9_E7goSFAXQQYA/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/jamba-juice-philadelphia,3,1.5,-75.1994966,39.9519037
34,"3400 Spruce StUniversity CityPhiladelphia, PA 19104",Hospital of the University of Pennsylvania,http://s3-media1.ak.yelpcdn.com/bphoto/kgvLK-E7NSW1LGt2YEpTMw/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/hospital-of-the-university-of-pennsylvania-philadelphia,20,3,-75.1931012,39.9500166
35,"3925 Walnut StUniversity CityPhiladelphia, PA 19104",Sweetgreen,http://s3-media4.ak.yelpcdn.com/bphoto/kcvdXKfyDiSziAjnlZRw3g/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/sweetgreen-philadelphia,42,3.5,-75.201935,39.954332
36,"33rd and Chestnut StUniversity CityPhiladelphia, PA 19104",Seasons at Drexel,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Philadelphia,PA,http://www.yelp.com/biz/seasons-at-drexel-philadelphia,2,2.5,-75.1897392,39.954074
37,"34th St & Civic CtrUniversity CityPhiladelphia, PA 19102",Children's Hospital of Philadelphia,http://s3-media1.ak.yelpcdn.com/bphoto/YlXtCauFVUXNLNOALfRsiA/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/childrens-hospital-of-philadelphia-philadelphia-2,7,4.5,-75.192923,39.9488219
38,"2955 Market St30th Street StationUniversity CityPhiladelphia, PA 19104",Bridgewater's Pub,http://s3-media4.ak.yelpcdn.com/bphoto/7Bgp_bAaCmKyxqEpyAqUSg/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/bridgewaters-pub-philadelphia,44,4,-75.1825258,39.9547514
39,"3400 Civic Center BlvdUniversity CityPhiladelphia, PA 19104",Gia Pronto,http://s3-media2.ak.yelpcdn.com/bphoto/Mw_QNLQ5MS84tKG4xf7Ebw/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/gia-pronto-philadelphia-4,9,3.5,-75.192275,39.947617
40,"4145 Chestnut StUniversity CityPhiladelphia, PA 19104",Cleopatra Cafe,http://s3-media1.ak.yelpcdn.com/bphoto/fLZRVQ71lAyPb6AYZG3pFA/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/cleopatra-cafe-philadelphia,10,3.5,-75.206101,39.9561262
41,"27 S 40th StUniversity CityPhiladelphia, PA 19104",Tradewinds Aquarium and Pet Center,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Philadelphia,PA,http://www.yelp.com/biz/tradewinds-aquarium-and-pet-center-philadelphia,14,2,-75.2020672,39.956244
42,"3801 Chestnut StUniversity CityPhiladelphia, PA 19104",The Blockley,http://s3-media3.ak.yelpcdn.com/bphoto/ibdXJ6BdymuwS3jS4WE0ug/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/the-blockley-philadelphia,46,3.5,-75.198948,39.955642
43,"8540 Costa Verde BlvdSte 4532University CitySan Diego, CA 92122",Ku Kustoms,http://s3-media2.ak.yelpcdn.com/bphoto/5ksMJd67yNAA5ZZYkY9PUQ/ms.jpg,San Diego,CA,http://www.yelp.com/biz/ku-kustoms-san-diego,3,4.5,-117.21822,32.868621
44,"3205 Lancaster AvePowelton VillagePhiladelphia, PA 19104",33rd Street Armory,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Philadelphia,PA,http://www.yelp.com/biz/33rd-street-armory-philadelphia,4,3.5,-75.188673,39.956445
45,"3549 Chestnut StUniversity CityPhiladelphia, PA 19104",Sang Kee Noodle House,http://s3-media3.ak.yelpcdn.com/bphoto/yjb4s-xscSicY8WruvNgcg/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/sang-kee-noodle-house-philadelphia-2,22,3,-75.194077,39.954622
46,"2955 Market StUniversity CityPhiladelphia, PA 19104",The Porch At 30th Street Station,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Philadelphia,PA,http://www.yelp.com/biz/the-porch-at-30th-street-station-philadelphia,2,4.5,-75.185108,39.954622
47,"N 33rd St & Arch StPowelton VillagePhiladelphia, PA 19104",The Spot Food Truck,http://s3-media2.ak.yelpcdn.com/bphoto/gVq3y2gmWN6H7Q4DdwpA7g/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/the-spot-food-truck-philadelphia,15,4.5,-75.1890664,39.9576073
48,"Powelton VillagePhiladelphia, PA 19104",Pitruco Pizza,http://s3-media3.ak.yelpcdn.com/bphoto/UXqdHXaa17ufXLkGck99Fg/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/pitruco-pizza-philadelphia,42,4.5,-75.1953934,39.9583587
49,"8899 University Center LnSte 190University CitySan Diego, CA 92122",Center For Dental Health,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,San Diego,CA,http://www.yelp.com/biz/center-for-dental-health-san-diego,5,4.5,-117.2280774,32.8700905
50,"3925 Walnut StUniversity CityPhiladelphia, PA 19104",Chipotle,http://s3-media2.ak.yelpcdn.com/bphoto/fTYeQPy8PKMZr3afLDM_fg/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/chipotle-philadelphia-2,39,3.5,-75.2019963,39.9541371
51,"3424 Sansom StUniversity CityPhiladelphia, PA 19104",The Black Cat,http://s3-media2.ak.yelpcdn.com/bphoto/otutQl2XuIZkHLA5pi83Vg/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/the-black-cat-philadelphia,11,4,-75.1930029,39.9536639
52,"9800 Hibert streetUniversity CitySan Diego, CA 92131",Hair by JMoli,http://s3-media1.ak.yelpcdn.com/bphoto/nl0YGcZgYuPoSDPBDejwgg/ms.jpg,San Diego,CA,http://www.yelp.com/biz/hair-by-jmoli-san-diego,7,5,-117.2254944,32.87093694
53,"3402 Sansom StUniversity CityPhiladelphia, PA 19104",Baby Blues BBQ,http://s3-media1.ak.yelpcdn.com/bphoto/Qfj_a_qBNM7XF5i6TEtnMA/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/baby-blues-bbq-philadelphia,78,3,-75.192424,39.953442
54,"2955 Market StreetUniversity CityPhiladelphia, PA 19104",Amtrak,http://s3-media4.ak.yelpcdn.com/bphoto/ar_W5Y-nZM97P8M0hL_vcA/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/amtrak-philadelphia,38,3.5,-75.1850492,39.9546084
55,"218 S 40th StSte AUniversity CityPhiladelphia, PA 19104",Ben & Jerry's,http://s3-media4.ak.yelpcdn.com/bphoto/wfrwo-D7Ax4iBhMsE2_k8Q/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/ben-and-jerrys-philadelphia-2,11,3.5,-75.2027264,39.9534731
56,"233 S 33rd StUniversity CityPhiladelphia, PA 19104",Brysi,http://s3-media1.ak.yelpcdn.com/bphoto/0rX6L8bdEI3Q_qZJuV7YLQ/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/brysi-philadelphia,3,4,-75.1902895,39.9514904
57,"3400 Market StUniversity CityPhiladelphia, PA 19104",Philly Delicias,http://s3-media3.ak.yelpcdn.com/bphoto/HlCSGjE8nj49ZCN34RnMww/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/philly-delicias-philadelphia,21,4,-75.1917267,39.9556923
58,"3400 Civic Center Blvd1st Fl TRC/Perelman CtrUniversity CityPhiladelphia, PA 19104",Soup'er Sushi,http://s3-media2.ak.yelpcdn.com/bphoto/zfC1rQtFJbNDcRJP-SylAQ/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/souper-sushi-philadelphia,2,5,-75.1934743,39.9475112
59,"S 33rdUniversity CityPhiladelphia, PA 19104",Franklin Field,http://s3-media3.ak.yelpcdn.com/bphoto/XrepQW17BRArGMD_MtQFJw/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/franklin-field-philadelphia,3,5,-75.1901014,39.9522303
60,"3404 Sansom StUniversity CityPhiladelphia, PA 19104",The Bubble House,http://s3-media2.ak.yelpcdn.com/bphoto/-8-UivmjgE_YxXBSLJegLA/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/the-bubble-house-philadelphia,120,2.5,-75.1924417,39.9535932
61,"33rd St Between Market And ChestnutPowelton VillagePhiladelphia, PA 19104",Insomnia Cookies,http://s3-media1.ak.yelpcdn.com/bphoto/xRfVC9qEuftrZFyd-D4BHg/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/insomnia-cookies-philadelphia-4,4,4.5,-75.1953934,39.9583587
62,"238 S 38th StUniversity CityPhiladelphia, PA 19104","Yue Kee, Mobile Kitchen",http://s3-media1.ak.yelpcdn.com/bphoto/0oDKI60kPmv3gDRxl59jNw/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/yue-kee-mobile-kitchen-philadelphia,37,3.5,-75.198972,39.9527487
63,"3600 Chestnut StUniversity CityPhiladelphia, PA 19104",Marathon Embroidery Company Inc,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Philadelphia,PA,http://www.yelp.com/biz/marathon-embroidery-company-inc-philadelphia,2,4,-75.1953751,39.9544457
64,"4000 Woodland AveUniversity CityPhiladelphia, PA 19104",Woodlands Cemetery Co,http://s3-media1.ak.yelpcdn.com/bphoto/0j5ChWh7Jacl9G6cI3_BcQ/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/woodlands-cemetery-co-philadelphia,9,4.5,-75.2033016,39.9491135
65,"4201 Chestnut StUniversity CityPhiladelphia, PA 19104",Kabobeesh,http://s3-media3.ak.yelpcdn.com/bphoto/M9yE_aNhFeLYq29FiCI55g/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/kabobeesh-philadelphia,90,4,-75.206499,39.956321
66,"2929 Arch StUniversity CityPhiladelphia, PA 19195",Rae,http://s3-media2.ak.yelpcdn.com/bphoto/MOFNkCzOuWni4OmjB58F9w/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/rae-philadelphia,17,3.5,-75.1822288,39.9570934
67,"3925 Walnut StUniversity CityPhiladelphia, PA 19104",Capogiro Gelato,http://s3-media4.ak.yelpcdn.com/bphoto/jKaWwV4xkSNuV0SKGCOSOQ/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/capogiro-gelato-philadelphia-2,110,4,-75.201935,39.954332
68,"3409 Walnut StUniversity CityPhiladelphia, PA 19104",Mediterranean Cafe & Ice Cream,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Philadelphia,PA,http://www.yelp.com/biz/mediterranean-cafe-and-ice-cream-philadelphia,7,3,-75.1930905,39.952956
69,"222 S 40th StUniversity CityPhiladelphia, PA 19104",The Greek Lady,http://s3-media1.ak.yelpcdn.com/bphoto/n-YbPODQysBdzxnnNRnEPg/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/the-greek-lady-philadelphia,143,3.5,-75.2027684,39.9533666
70,"Spruce St & 37th StUniversity CityPhiladelphia, PA 19104",Khan's Hot Dog Cart,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Philadelphia,PA,http://www.yelp.com/biz/khans-hot-dog-cart-philadelphia,4,2.5,-75.197377,39.95095
71,"3929 Sansom StUniversity CityPhiladelphia, PA 19104",Fatboy & Slim's,http://s3-media1.ak.yelpcdn.com/bphoto/-TbiqXL7qjuYsyq4TwMG0g/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/fatboy-and-slims-philadelphia-2,4,4.5,-75.2010456,39.9547647
72,"4040 Locust StUniversity CityPhiladelphia, PA 19104",Keswick Cycle,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Philadelphia,PA,http://www.yelp.com/biz/keswick-cycle-philadelphia-2,15,4,-75.204796,39.952878
73,"3707 Nobel DrUniversity CitySan Diego, CA 92122",Nobel Court,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,San Diego,CA,http://www.yelp.com/biz/nobel-court-san-diego,11,2,-117.2267368,32.86760317
74,"3401 Walnut StUniversity CityPhiladelphia, PA 19104",Gap,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Philadelphia,PA,http://www.yelp.com/biz/gap-philadelphia,6,2.5,-75.193026,39.952998
75,"130 S 34th StUniversity CityPhiladelphia, PA 19195",Penn Book Center,http://s3-media3.ak.yelpcdn.com/bphoto/zHt7c6qYSJEfeUzX32NI_w/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/penn-book-center-philadelphia,14,4,-75.1920015,39.9533943
76,"2951 Market StUniversity CityPhiladelphia, PA 19104",Hertz Rent A Car,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Philadelphia,PA,http://www.yelp.com/biz/hertz-rent-a-car-philadelphia-11,3,3,-75.1823305,39.9547305
77,"3736 Spruce StUniversity CityPhiladelphia, PA 19104",Gia Pronto,http://s3-media1.ak.yelpcdn.com/bphoto/Z2YtUblYc5X9oYBsfBVCKA/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/gia-pronto-philadelphia,45,4,-75.198778,39.9511035
78,"3950 Mahaila AveUniversity CitySan Diego, CA 92122",Trieste Apartment Villas,http://s3-media1.ak.yelpcdn.com/bphoto/RX29YomHB2RaWQfbghsv4g/ms.jpg,San Diego,CA,http://www.yelp.com/biz/trieste-apartment-villas-san-diego,14,2,-117.221637,32.869603
79,"34 S 40th StUniversity CityPhiladelphia, PA 19104",Locust Moon Comics and Movies,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Philadelphia,PA,http://www.yelp.com/biz/locust-moon-comics-and-movies-philadelphia,7,4,-75.202474,39.956189
80,"3401 Walnut StUniversity CityPhiladelphia, PA 19104",Naked Chocolate,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Philadelphia,PA,http://www.yelp.com/biz/naked-chocolate-philadelphia-2,3,5,-75.193026,39.952998
81,"S 31st & Ludlow StUniversity CityPhiladelphia, PA 19104",Cucina Zapata,http://s3-media4.ak.yelpcdn.com/bphoto/IUjIcNPT6K-UW6qQexqbtg/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/cucina-zapata-philadelphia,39,4.5,-75.1855117,39.9542959
82,"8720 Costa Verde BlvdUniversity CitySan Diego, CA 92122",Oasis Day Spa,http://s3-media2.ak.yelpcdn.com/bphoto/sOH0st5kjnYy7JGYSMk4sw/ms.jpg,San Diego,CA,http://www.yelp.com/biz/oasis-day-spa-san-diego-2,3,5,-117.218687,32.870225
83,"4145 Chestnut StUniversity CityPhiladelphia, PA 19104",Head Cook's Pizza & Bakery,http://s3-media2.ak.yelpcdn.com/bphoto/bJYRXE22vdxhmLMOtAHtJw/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/head-cooks-pizza-and-bakery-philadelphia,7,3.5,-75.2061045,39.9561272
84,"8960 University Center LnUniversity CitySan Diego, CA 92122",Cafe Japengo,http://s3-media3.ak.yelpcdn.com/bphoto/C71f-LgZuNirkP3glGzOYw/ms.jpg,San Diego,CA,http://www.yelp.com/biz/cafe-japengo-san-diego,282,3.5,-117.225396,32.8701269
85,"2955 Market StSte 125University CityPhiladelphia, PA 19104",Faber Bookstore,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Philadelphia,PA,http://www.yelp.com/biz/faber-bookstore-philadelphia,3,1.5,-75.185108,39.954622
86,"3801 Chestnut StUniversity CityPhiladelphia, PA 19104",Koreana,http://s3-media2.ak.yelpcdn.com/bphoto/SVzLVlDxB3IomOYtTVLfkg/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/koreana-philadelphia,118,4,-75.198948,39.955642
87,"3931 Walnut StUniversity CityPhiladelphia, PA 19104",Hummus,http://s3-media4.ak.yelpcdn.com/bphoto/sipCyjKlvthyfbwmqAul1g/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/hummus-philadelphia,137,3.5,-75.202112,39.95437
88,"3600 Sansom StUniversity CityPhiladelphia, PA 19104",The Inn at Penn,http://s3-media3.ak.yelpcdn.com/bphoto/_6Dwv1MFNNqvMgOfW-EMyA/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/the-inn-at-penn-philadelphia,21,4,-75.1956868,39.9538657
89,"119 S 39th StUniversity CityPhiladelphia, PA 19104",Cavanaugh's Restaurant,http://s3-media2.ak.yelpcdn.com/bphoto/DBPr9V-C5hnuSLeQguitcQ/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/cavanaughs-restaurant-philadelphia,44,2.5,-75.200022,39.9545372
90,"4005 Chestnut StUniversity CityPhiladelphia, PA 19104",Walter Wood Real Estate,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Philadelphia,PA,http://www.yelp.com/biz/walter-wood-real-estate-philadelphia,5,2.5,-75.2022219,39.9554565
91,"3942 Spruce StUniversity CityPhiladelphia, PA 19104",Allegro Pizza,http://s3-media4.ak.yelpcdn.com/bphoto/T_THexV_u45eFEgBrlBYUA/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/allegro-pizza-philadelphia,84,3.5,-75.2028879,39.9516632
92,"3401 Civic Center BlvdUniversity CityPhiladelphia, PA 19104",Potbelly Sandwich Works,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Philadelphia,PA,http://www.yelp.com/biz/potbelly-sandwich-works-philadelphia-3,11,3.5,-75.193303,39.948205
93,"Nvision Laser Eye Centers3655 Nobel Dr, Ste 130University CityLa Jolla, CA 92122","Mihir M Parikh, OD",http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,La Jolla,CA,http://www.yelp.com/biz/mihir-m-parikh-od-la-jolla,3,4,-117.227913,32.86769
94,"33rd St & Market StUniversity CityPhiladelphia, PA 19104",Ton Ton Japanese Food Cart,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Philadelphia,PA,http://www.yelp.com/biz/ton-ton-japanese-food-cart-philadelphia,3,3,-75.189343,39.955414
95,"4012 Market StUniversity CityPhiladelphia, PA 19104",Itno-J Spa,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Philadelphia,PA,http://www.yelp.com/biz/itno-j-spa-philadelphia,2,3,-75.2025691,39.9570952
96,"3131 Walnut StUniversity CityPhiladelphia, PA 19104",Ajia Restaurant & Sushi Bar,http://s3-media4.ak.yelpcdn.com/bphoto/81k-oBOlrknU0VxboChkzw/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/ajia-restaurant-and-sushi-bar-philadelphia,63,2.5,-75.1873948,39.9523072
97,"3631 Walnut StUniversity CityPhiladelphia, PA 19104",Cereality,http://s3-media3.ak.yelpcdn.com/bphoto/Hg2oAXXJb0g6cZ4qJbJe6A/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/cereality-philadelphia,22,3.5,-75.1963913,39.9534565
98,"3000 Market StUniversity CityPhiladelphia, PA 19104",Slainte Pub & Grill,http://s3-media3.ak.yelpcdn.com/bphoto/OPPQpRgArK7BHEC5jn61uQ/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/slainte-pub-and-grill-philadelphia,61,3.5,-75.1834707,39.9548431
99,"3631 Walnut StUniversity CityPhiladelphia, PA 19104",Verizon Wireless,http://s3-media1.ak.yelpcdn.com/bphoto/ca86YK6mqsvwiSN8zrgdXA/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/verizon-wireless-philadelphia-18,5,3,-75.1963913,39.9534565
100,"3945 Nobel DriveUniversity CitySan Diego, CA 92122",The Venetian Apartments,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,San Diego,CA,http://www.yelp.com/biz/the-venetian-apartments-san-diego,3,4.5,-117.221278,32.8676794
101,"3777 La Jolla Village DrUniversity CityLa Jolla, CA 92037",Hyatt Regency La Jolla,http://s3-media2.ak.yelpcdn.com/bphoto/wwfarylmkIXM7pHErjhqiQ/ms.jpg,La Jolla,CA,http://www.yelp.com/biz/hyatt-regency-la-jolla-la-jolla,114,3.5,-117.225644,32.870925
102,"Spruce StUniversity CityPhiladelphia, PA 19104",Casablanca Food Cart,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Philadelphia,PA,http://www.yelp.com/biz/casablanca-food-cart-philadelphia,2,2.5,-75.2029214,39.9517275
103,"3417 Spruce StreetUniversity CityPhiladelphia, PA 19104",Houston Hall,http://s3-media1.ak.yelpcdn.com/bphoto/i6dNc9mkFE43sCorxcOBIA/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/houston-hall-philadelphia,7,2.5,-75.1928298,39.9504832
104,"3925 Walnut StUniversity CityPhiladelphia, PA 19104",Bobby's Burger Palace,http://s3-media4.ak.yelpcdn.com/bphoto/zzCeXk64gUxn9leB4ulK1w/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/bobbys-burger-palace-philadelphia,366,3.5,-75.2019963,39.9541371
105,"3527 Lancaster AvePowelton VillagePhiladelphia, PA 19104",Power Yoga Works,http://s3-media2.ak.yelpcdn.com/bphoto/KHjq3Q7MSQekFt2wpT0ujQ/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/power-yoga-works-philadelphia,15,4,-75.1932464,39.9584923
106,"3636 Nobel DrSte 100University CitySan Diego, CA 92122",Rich & Lindsey Heinrich - Keller Williams,http://s3-media2.ak.yelpcdn.com/bphoto/oihDOOasVtGLAtYhpq8QCw/ms.jpg,San Diego,CA,http://www.yelp.com/biz/rich-and-lindsey-heinrich-keller-williams-san-diego,3,5,-117.227855,32.8689729
107,"4019 Locust StUniversity CityPhiladelphia, PA 19104",Herman Realty Group,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Philadelphia,PA,http://www.yelp.com/biz/herman-realty-group-philadelphia,3,3.5,-75.2038052,39.9531823
108,"3655 Nobel DrUniversity CitySan Diego, CA 92122",NVISION Laser Eye Centers,http://s3-media1.ak.yelpcdn.com/bphoto/rLKw4tnc0FXsCTpxY42T-g/ms.jpg,San Diego,CA,http://www.yelp.com/biz/nvision-laser-eye-centers-san-diego,34,4.5,-117.227913,32.86769
109,"4000 Spruce StUniversity CityPhiladelphia, PA 19104",Copabanana,http://s3-media1.ak.yelpcdn.com/bphoto/SYu0AVVNYymkPjVXleSBIg/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/copabanana-philadelphia-3,68,3,-75.203277,39.951519
110,"3900 Woodland AveUniversity CityPhiladelphia, PA 19104",Philadelphia VA Medical Center,http://s3-media3.ak.yelpcdn.com/bphoto/xCfk6xmoubQmylbj53Z1zQ/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/philadelphia-va-medical-center-philadelphia,2,2,-75.2033854,39.949122
111,"37th & Chestnut/WalnutUniversity CityPhiladelphia, PA 19104",George's Food truck,http://s3-media3.ak.yelpcdn.com/bphoto/bZ7mgbRWSqa1YkJGH0fTrQ/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/georges-food-truck-philadelphia,2,4,-75.1964415,39.9549097
112,"3611 Walnut StUniversity CityPhiladelphia, PA 19104",Penne Restaurant and Wine Bar,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Philadelphia,PA,http://www.yelp.com/biz/penne-restaurant-and-wine-bar-philadelphia-2,4,2.5,-75.19499,39.953306
113,"3655 Nobel DrSte 620University CitySan Diego, CA 92122",TechLaw LLP,http://s3-media4.ak.yelpcdn.com/bphoto/_Sjeg1Ne5Kp5Y8Uw59MKhw/ms.jpg,San Diego,CA,http://www.yelp.com/biz/techlaw-llp-san-diego,2,5,-117.227913,32.86769
114,"2951 Market StUniversity CityPhiladelphia, PA 19104",Au Bon Pain,http://s3-media3.ak.yelpcdn.com/bphoto/_uNs8m5eBgMuacom7CAilg/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/au-bon-pain-philadelphia,9,3,-75.182513,39.9557369
115,"2951 Market StUniversity CityPhiladelphia, PA 19104",Saxbys,http://s3-media3.ak.yelpcdn.com/bphoto/i8Rr7XYai0RHFxCJc3eoSA/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/saxbys-philadelphia,9,3,-75.182513,39.9557369
116,"3916 Locust WalkUniversity CityPhiladelphia, PA 19104",St Mary's Church Hamilton Village,http://s3-media2.ak.yelpcdn.com/bphoto/PMTduWr0ww6jiBL1bQa36g/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/st-marys-church-hamilton-village-philadelphia,2,5,-75.2017121,39.9523762
117,"3131 Walnut StUniversity CityPhiladelphia, PA 19104",Sabir's Restaurant,http://s3-media2.ak.yelpcdn.com/bphoto/VhF9dTvy5qmnWPMO6MMYeg/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/sabirs-restaurant-philadelphia,5,2,-75.1873948,39.9523072
