id,address,businessName,photoURL,city,state,url,reviewCount,stars,longitude,latitude
118,"38th and SpruceUniversity CityPhiladelphia, PA 19104",Gigi and Big R,http://s3-media2.ak.yelpcdn.com/bphoto/djtaxwjNCdGBzLR8_VFItg/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/gigi-and-big-r-philadelphia,21,4,-75.1991465,39.9512588
119,"133 S 36th StUniversity CityPhiladelphia, PA 19104",Ann Taylor Loft,http://s3-media1.ak.yelpcdn.com/bphoto/Zj-akYB5O7E_NUSmKVI4sA/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/ann-taylor-loft-philadelphia-3,4,3.5,-75.194636,39.9537625
120,"240 S 40th St3rd FlUniversity CityPhiladelphia, PA 19104",Rita Chuang,http://s3-media4.ak.yelpcdn.com/bphoto/XYPsc4Jl52l5qP3WFvK5NQ/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/rita-chuang-philadelphia,2,5,-75.2029089,39.9527438
121,"3210 Chestnut StUniversity CityPhiladelphia, PA 19104",WKDU Philadelphia 91.7 FM,http://s3-media1.ak.yelpcdn.com/bphoto/F4lyieJyvlYrmzOSbjo_7Q/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/wkdu-philadelphia-91-7-fm-philadelphia,4,4.5,-75.1874689,39.9537953
122,"40th St & Locust StUniversity CityPhiladelphia, PA 19104",Marrakesh Express Food truck,http://s3-media4.ak.yelpcdn.com/bphoto/9BpD6FrgGGa7KaMQ3PQdFQ/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/marrakesh-express-food-truck-philadelphia,20,4,-75.20296097,39.95301035
123,"40th St and Sansom StUniversity CityPhiladelphia, PA 19104",Cliff's,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Philadelphia,PA,http://www.yelp.com/biz/cliffs-philadelphia,7,2,-75.202428,39.9548764
124,"3680 Walnut StUniversity CityPhiladelphia, PA 19104",Annenberg Center For the Performing Arts,http://s3-media3.ak.yelpcdn.com/bphoto/bcNa0CKF2WTVjrxd9Wv-gA/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/annenberg-center-for-the-performing-arts-philadelphia,4,4.5,-75.196613,39.9533506
125,"37th and Spruce St.University CityPhiladelphia, PA 19176",Lucky's Mexican Spot Food Truck,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Philadelphia,PA,http://www.yelp.com/biz/luckys-mexican-spot-food-truck-philadelphia,7,3,-75.197243,39.951021
126,"3600 Market StUniversity CityPhiladelphia, PA 19104",The Nosh,http://s3-media2.ak.yelpcdn.com/bphoto/pNp6qh8GWYCo0Cgte7rW1g/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/the-nosh-philadelphia,16,2.5,-75.194665,39.955806
127,"4000 Chestnut StUniversity CityPhiladelphia, PA 19104",Nan Restaurant,http://s3-media1.ak.yelpcdn.com/bphoto/7OKMNZefnT2m0ohvFk4rYQ/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/nan-restaurant-philadelphia,48,4,-75.202661,39.955609
128,"220 South 40th StUniversity CityPhiladelphia, PA 19104",The Natural Shoe Store,http://s3-media2.ak.yelpcdn.com/bphoto/ez-m4F5ZJmgiQxpn5OhLfw/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/the-natural-shoe-store-philadelphia,7,3.5,-75.203201,39.9540162
129,"3701 Chestnut StUniversity CityPhiladelphia, PA 19195",International House,http://s3-media3.ak.yelpcdn.com/bphoto/XOpFKp6UMz4j4MpQ6aY18w/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/international-house-philadelphia,10,4,-75.196776,39.955066
130,"220 S 40th StUniversity CityPhiladelphia, PA 19104",The Last Word Bookshop,http://s3-media2.ak.yelpcdn.com/bphoto/mMiRCwCV0eDVMBN7MhHN0w/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/the-last-word-bookshop-philadelphia,33,4,-75.203201,39.9540162
131,"3945 Chestnut StUniversity CityPhiladelphia, PA 19104",Jean Madeline Aveda Institute,http://s3-media4.ak.yelpcdn.com/bphoto/bB2U3nVgPVaJAkWiQA7F7g/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/jean-madeline-aveda-institute-philadelphia-7,88,3.5,-75.2019323,39.9556202
132,"28 S 40th StUniversity CityPhiladelphia, PA 19104",Lovers & Madmen,http://s3-media3.ak.yelpcdn.com/bphoto/Ck2kKBm2tc5nbDepizAulA/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/lovers-and-madmen-philadelphia,85,4,-75.202378,39.956325
133,"3406 Sansom StUniversity CityPhiladelphia, PA 19104",Avril 50,http://s3-media3.ak.yelpcdn.com/bphoto/VkNhkBQw72-snkR6VDU9mg/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/avril-50-philadelphia,32,4.5,-75.1924782,39.9535984
134,"S 38th St & Locust WalkUniversity CityPhiladelphia, PA 19104",James G. Kaskey Memorial Garden,http://s3-media4.ak.yelpcdn.com/bphoto/A0C_--I9tndiTIXd7RLugw/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/james-g-kaskey-memorial-garden-philadelphia,5,5,-75.19815445,39.94906252
135,"4012 Walnut StUniversity CityPhiladelphia, PA 19104",Rave Motion Pictures U Penn 6,http://s3-media4.ak.yelpcdn.com/bphoto/Fu68MO6X_a1KuKUJ-9NW3g/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/rave-motion-pictures-u-penn-6-philadelphia,43,3,-75.2024769,39.9540328
136,"3201 Arch StSte 10University CityPhiladelphia, PA 19104",Academic Properties Inc,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Philadelphia,PA,http://www.yelp.com/biz/academic-properties-inc-philadelphia,3,2.5,-75.1879283,39.9575859
137,"34th & Walnut StUniversity CityPhiladelphia, PA 19176",Magic Carpet,http://s3-media2.ak.yelpcdn.com/bphoto/xjvzFWff-E3v8BZ-aehkhA/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/magic-carpet-philadelphia,69,4.5,-75.1920992,39.9528123
138,"33rd and Arch StPowelton VillagePhiladelphia, PA 19104",Street Food Philly,http://s3-media3.ak.yelpcdn.com/bphoto/Va5hNqqSJau4PgN0k_SGKw/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/street-food-philly-philadelphia,5,4.5,-75.1890822,39.9576111
139,"University of Pennsylvania3728 Spruce StUniversity CityPhiladelphia, PA 19104",Saladworks,http://s3-media4.ak.yelpcdn.com/bphoto/z3M8JvzrkQh1ktuutODS0Q/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/saladworks-philadelphia-10,14,2,-75.1984913,39.951159
140,"3800 Sansom StUniversity CityPhiladelphia, PA 19104",Tacos Don Memo,http://s3-media2.ak.yelpcdn.com/bphoto/rUj_9IpGyPsUJ3GuY_vGLA/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/tacos-don-memo-philadelphia,98,4.5,-75.1986503,39.9544007
141,"3300 Arch StPowelton VillagePhiladelphia, PA 19104",Cupcake Carnivale,http://s3-media4.ak.yelpcdn.com/bphoto/RUsSl3C-Em6XJYl4l99rQg/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/cupcake-carnivale-philadelphia,3,4.5,-75.189549,39.957401
142,"33rd St and Spruce StUniversity CityPhiladelphia, PA 19104",Tyson Bees Food Truck,http://s3-media1.ak.yelpcdn.com/bphoto/49tkQdBnazsi7fhmvFP1HA/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/tyson-bees-food-truck-philadelphia,94,3.5,-75.1917188,39.9503316
143,"3900 Chestnut StUniversity CityPhiladelphia, PA 19104",Hong Kong Cafe,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Philadelphia,PA,http://www.yelp.com/biz/hong-kong-cafe-philadelphia,6,3,-75.2001318,39.9549304
144,"3935 Chestnut StUniversity CityPhiladelphia, PA 19104",University City Center For Eye Care,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Philadelphia,PA,http://www.yelp.com/biz/university-city-center-for-eye-care-philadelphia,8,4,-75.201434,39.95594
145,"8720 Costa Verde BlvdUniversity CitySan Diego, CA 92122",Iron Orr Fitness,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,San Diego,CA,http://www.yelp.com/biz/iron-orr-fitness-san-diego,2,4.5,-117.218687,32.870225
146,"4040 Locust StUniversity CityPhiladelphia, PA 19104",Strikes Bowling Lounge,http://s3-media4.ak.yelpcdn.com/bphoto/mPODMTBJp0nDI31sckSkqw/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/strikes-bowling-lounge-philadelphia,14,3.5,-75.204796,39.952878
147,"3600 Market St Ste G1Powelton VillagePhiladelphia, PA 19104",Lincoln Technical Institute,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Philadelphia,PA,http://www.yelp.com/biz/lincoln-technical-institute-philadelphia-2,2,3,-75.194171,39.956064
148,"3914 Spruce StUniversity CityPhiladelphia, PA 19104",Pi Lam,http://s3-media4.ak.yelpcdn.com/bphoto/QX6LkO1KSCTdRk3SWvsUqg/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/pi-lam-philadelphia,10,4.5,-75.2016381,39.9510888
149,"3800 Locust WalkUniversity CityPhiladelphia, PA 19104",1920 Commons,http://s3-media1.ak.yelpcdn.com/bphoto/ZSvyqU5m4t5HEFtsce4v4w/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/1920-commons-philadelphia,3,2.5,-75.1993713,39.9524864
150,"38th & Walnut StUniversity CityPhiladelphia, PA 19104",Sugar Philly Truck,http://s3-media1.ak.yelpcdn.com/bphoto/1rdERFvPzbg7aE1Zos84tQ/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/sugar-philly-truck-philadelphia,61,4.5,-75.1987871,39.9536482
151,"3945 Chestnut StUniversity CityPhiladelphia, PA 19104",Dhyana Yoga,http://s3-media2.ak.yelpcdn.com/bphoto/mj_zyo7Vhrk78UtR6XkXUw/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/dhyana-yoga-philadelphia-2,10,3.5,-75.200965,39.955612
152,"4212 Chestnut Street3rd FloorUniversity CityPhiladelphia, PA 19104",Scribe Video Center,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Philadelphia,PA,http://www.yelp.com/biz/scribe-video-center-philadelphia-2,2,3.5,-75.2067466,39.9560867
153,"38th St and Sansom StUniversity CityPhiladelphia, PA 19195",KoJa,http://s3-media4.ak.yelpcdn.com/bphoto/RadLbD3BFDRDjNYFCSbIbg/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/koja-philadelphia,51,4,-75.1986355,39.9543996
154,"3800 La Jolla Village DrUniversity CitySan Diego, CA 92037",La Jolla Village Tennis Club,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,San Diego,CA,http://www.yelp.com/biz/la-jolla-village-tennis-club-san-diego,2,3.5,-117.2231775,32.8708872
155,"3950 Mahaila AveUniversity CitySan Diego, CA 92122",Motivated Military Movers,http://s3-media3.ak.yelpcdn.com/bphoto/PVKfG4UV4q9TSUycfACogg/ms.jpg,San Diego,CA,http://www.yelp.com/biz/motivated-military-movers-san-diego,17,5,-117.221637,32.869603
156,"3624 Lancaster AvePowelton VillagePhiladelphia, PA 19104",Polish Nail Salon,http://s3-media2.ak.yelpcdn.com/bphoto/m5bCHYFcBcMoFGHKyt7y9Q/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/polish-nail-salon-philadelphia,10,2,-75.1939299,39.9587408
157,"3400 Civic Center Blvd.University CityPhiladelphia, PA 19104",Philly Pretzel Factory,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Philadelphia,PA,http://www.yelp.com/biz/philly-pretzel-factory-philadelphia-3,4,4.5,-75.1934743,39.9475112
158,"3608 Lancaster AvePowelton VillagePhiladelphia, PA 19104",Doctor Cycles,http://s3-media2.ak.yelpcdn.com/bphoto/266_rzhPwtA3NQUeYnzJJw/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/doctor-cycles-philadelphia,6,3.5,-75.1940423,39.9586555
159,"3601 Walnut StUniversity CityPhiladelphia, PA 19104",Penn Bookstore,http://s3-media2.ak.yelpcdn.com/bphoto/sf2SOAsjvT78qIWZThZMhw/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/penn-bookstore-philadelphia,25,3.5,-75.195027,39.95336
160,"8895 Caminto Plz CentroUniversity CitySan Diego, CA 92122",Villa Vicenza,http://s3-media4.ak.yelpcdn.com/bphoto/QP-csxNasTTsHqxY9klePg/ms.jpg,San Diego,CA,http://www.yelp.com/biz/villa-vicenza-san-diego,10,2,-117.2268677,32.86632314
161,"36th & MarketPowelton VillagePhiladelphia, PA 19104",Halal Gyro King,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Philadelphia,PA,http://www.yelp.com/biz/halal-gyro-king-philadelphia-2,2,4.5,-75.1941485,39.956188
162,"S 33rd St and Walnut StUniversity CityPhiladelphia, PA 19104",Dimitrio & Frida's Food Cart,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Philadelphia,PA,http://www.yelp.com/biz/dimitrio-and-fridas-food-cart-philadelphia,3,5,-75.190043,39.95255
163,"138 S 34th StUniversity CityPhiladelphia, PA 19104",Adolf Biecker Studio,http://s3-media2.ak.yelpcdn.com/bphoto/IJy2QnvHX2TnA2jnR_HvSA/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/adolf-biecker-studio-philadelphia,21,3.5,-75.191672,39.953352
164,"4008 Market StUniversity CityPhiladelphia, PA 19104",Hamilton Restaurant,http://s3-media4.ak.yelpcdn.com/bphoto/YRvHt_MTv0V3uKO4BoT4Hg/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/hamilton-restaurant-philadelphia,2,3.5,-75.2023931,39.9570824
165,"4002 Market StUniversity CityPhiladelphia, PA 19104",Crown Fried Chicken,http://s3-media3.ak.yelpcdn.com/bphoto/F7rYDqeUL3pdKBA_eOiebw/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/crown-fried-chicken-philadelphia-18,3,3.5,-75.20223,39.957016
166,"4211 Chestnut StUniversity CityPhiladelphia, PA 19104",Toviah Thrift Shop,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Philadelphia,PA,http://www.yelp.com/biz/toviah-thrift-shop-philadelphia,6,3,-75.2071712,39.9563
167,"3608 Chestnut StUniversity CityPhiladelphia, PA 19104",Han-Wool,http://s3-media2.ak.yelpcdn.com/bphoto/ZkNu4uh5i8xfHFrQPGD83A/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/han-wool-philadelphia,53,2,-75.1950864,39.9546558
168,"4017 Walnut StUniversity CityPhiladelphia, PA 19104",Slought Foundation,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Philadelphia,PA,http://www.yelp.com/biz/slought-foundation-philadelphia,2,5,-75.2035178,39.9542917
169,"3351 Nobel DrUniversity CityLa Jolla, CA 92037",Islands,http://s3-media2.ak.yelpcdn.com/bphoto/S7hVuQqQM-o0XWVQ4KsUjA/ms.jpg,La Jolla,CA,http://www.yelp.com/biz/islands-la-jolla,150,3,-117.2295623,32.8681382
170,"8930 University Ctr LnUniversity CitySan Diego, CA 92122",The Spa at the Sporting Club,http://s3-media3.ak.yelpcdn.com/bphoto/2S5WBeC_DEuXCxkvNxqcEw/ms.jpg,San Diego,CA,http://www.yelp.com/biz/the-spa-at-the-sporting-club-san-diego,5,4,-117.2261106,32.8702939
171,"3401 Walnut StUniversity CityPhiladelphia, PA 19104",Taco Bell and A&W,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Philadelphia,PA,http://www.yelp.com/biz/taco-bell-and-a-and-w-philadelphia,6,1.5,-75.193026,39.952998
172,"7474 Charmant DrLa JollaSan Diego, CA 92122",The Church of Jesus Christ of Latter-Day Saints,http://s3-media3.ak.yelpcdn.com/bphoto/x5XhXoQ06vN0WQSQ01GY5Q/ms.jpg,San Diego,CA,http://www.yelp.com/biz/the-church-of-jesus-christ-of-latter-day-saints-san-diego-19,35,2.5,-117.228756,32.866179
173,"3260 South StUniversity CityPhiladelphia, PA 19104",Penn Museum,http://s3-media3.ak.yelpcdn.com/bphoto/6dAxPu-4d4RwmlQ8uFqdUQ/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/penn-museum-philadelphia,40,4.5,-75.1916742,39.9497575
174,"3939 Chestnut StUniversity CityPhiladelphia, PA 19104",Thai Singha House,http://s3-media4.ak.yelpcdn.com/bphoto/qycQgT_0yQl1akK18Rpkdw/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/thai-singha-house-philadelphia,70,3,-75.2018442,39.9557155
175,"4101 Baltimore AveUniversity CityPhiladelphia, PA 19104",New Horizons Housing,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Philadelphia,PA,http://www.yelp.com/biz/new-horizons-housing-philadelphia-2,6,3,-75.205765,39.949957
176,"4014 Walnut StUniversity CityPhiladelphia, PA 19104",The Rotunda,http://s3-media4.ak.yelpcdn.com/bphoto/zeZ_nm6WArW_HV9PqyH4zg/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/the-rotunda-philadelphia,11,4.5,-75.2036127,39.9542405
177,"3401 Market StreetPowelton VillagePhiladelphia, PA 19104",Penn Dental Center at University City,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Philadelphia,PA,http://www.yelp.com/biz/penn-dental-center-at-university-city-philadelphia,2,4.5,-75.1914835,39.9558626
178,"3730 Spruce StUniversity CityPhiladelphia, PA 19104",Penn Campus Hair Skin & Nail Salon,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Philadelphia,PA,http://www.yelp.com/biz/penn-campus-hair-skin-and-nail-salon-philadelphia,11,2.5,-75.1985616,39.9510887
179,"37th Spruce StUniversity CityPhiladelphia, PA 19104",Lovash Indian Cart,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Philadelphia,PA,http://www.yelp.com/biz/lovash-indian-cart-philadelphia,3,3,-75.19643784,39.95092132
180,"51 N 39th StSte 340Powelton VillagePhiladelphia, PA 19104",Gynecology Specialists of Philadelphia,http://s3-media2.ak.yelpcdn.com/bphoto/vCA_ht5odGNOB0jJEp6COQ/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/gynecology-specialists-of-philadelphia-philadelphia-2,11,3.5,-75.1995344,39.9572391
181,"40th Street and Market StreetUniversity CityPhiladelphia, PA 19102",Gil's Discount Inc,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Philadelphia,PA,http://www.yelp.com/biz/gils-discount-inc-philadelphia,2,3,-75.201964,39.9571658
182,"3200 Chestnut StUniversity CityPhiladelphia, PA 19104",Ecco Qui,http://s3-media3.ak.yelpcdn.com/bphoto/A5Ek28D9CMogV6tL9PbPug/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/ecco-qui-philadelphia,3,2.5,-75.188695,39.953414
183,"Sansom Commons3661 Walnut StUniversity CityPhiladelphia, PA 19104",American Apparel,http://s3-media4.ak.yelpcdn.com/bphoto/TeqA8Gru9AOHH1lSu5yB5w/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/american-apparel-philadelphia-2,9,3.5,-75.1963692,39.9533559
184,"240 S 40th StUniversity CityPhiladelphia, PA 19195",Bucks County Coffee Co,http://s3-media1.ak.yelpcdn.com/bphoto/JyEQ_csa6-e3-uDChYl5lg/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/bucks-county-coffee-co-philadelphia-4,12,3,-75.2029089,39.9527438
185,"201 S 40th StUniversity CityPhiladelphia, PA 19104",Free Library Of Philadelphia,http://s3-media1.ak.yelpcdn.com/bphoto/QX0CFq2x47ptaSrod0imxA/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/free-library-of-philadelphia-philadelphia-5,8,3.5,-75.2025937,39.9540857
186,"40th and Walnut StreetUniversity CityPhiladelphia, PA 19104",Marbar,http://s3-media4.ak.yelpcdn.com/bphoto/6vlQeYeVjAS6i3BLivtWlA/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/marbar-philadelphia,3,3.5,-75.2025821,39.9541174
187,"38th St & Spruce StUniversity CityPhiladelphia, PA 19195",Bui's,http://s3-media1.ak.yelpcdn.com/bphoto/kY2fqwcUq02_gD_Aymm5hg/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/buis-philadelphia,45,4.5,-75.1991465,39.9512588
188,"4002 Spruce StUniversity CityPhiladelphia, PA 19104",Nara Japanese Restaurant,http://s3-media1.ak.yelpcdn.com/bphoto/BfNS1ZOXP6ujschtpxlmnw/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/nara-japanese-restaurant-philadelphia,21,2,-75.2033532,39.9516655
189,"40th and LocustUniversity CityPhiladelphia, PA 19195",Rami's,http://s3-media2.ak.yelpcdn.com/bphoto/ysSoalRLFY1npKN-6ND6og/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/ramis-philadelphia,16,4.5,-75.2028385,39.9529565
190,"3901 Chestnut StUniversity CityPhiladelphia, PA 19104",Boston Chicken,http://s3-media3.ak.yelpcdn.com/bphoto/ayyDTN2YQQEJZvtICh4p6w/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/boston-chicken-philadelphia-3,4,2,-75.2001507,39.9554515
191,"3701 Walnut StUniversity CityPhiladelphia, PA 19104",David Pottruck Health and Fitness Center,http://s3-media1.ak.yelpcdn.com/bphoto/kN7VsUMxZCd0FX59HDOo7g/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/david-pottruck-health-and-fitness-center-philadelphia,16,4,-75.197289,39.954109
192,"4200 Ludlow StUniversity CityPhiladelphia, PA 19104",Lei's Auto & Collision Service Center,http://s3-media3.ak.yelpcdn.com/bphoto/oicI3PWnjhzJm4t_LyZfnQ/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/leis-auto-and-collision-service-center-philadelphia,12,4,-75.2062665,39.956841
193,"2955 Market StUniversity CityPhiladelphia, PA 19104",Pasta Fiesta,http://s3-media3.ak.yelpcdn.com/bphoto/i7HcJrNJcR8klRcDGZ3V_Q/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/pasta-fiesta-philadelphia,3,3,-75.185108,39.954622
194,"Ludlow StUniversity CityPhiladelphia, PA 19104",T & S Food Truck,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Philadelphia,PA,http://www.yelp.com/biz/t-and-s-food-truck-philadelphia,2,4.5,-75.1861167,39.95437559
195,"Powelton VillagePhiladelphia, PA 19104",University Movers,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Philadelphia,PA,http://www.yelp.com/biz/university-movers-philadelphia,3,2.5,-75.1953934,39.9583587
196,"3901 Walnut StUniversity CityPhiladelphia, PA 19104",Philly Diner,http://s3-media1.ak.yelpcdn.com/bphoto/frFwmNvfnCPX1sbAQYieWA/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/philly-diner-philadelphia,63,2,-75.2003556,39.9539891
197,"51 N. 39th StreetPowelton VillagePhiladelphia, PA 19104",Penn Presbyterian Medical Center,http://s3-media1.ak.yelpcdn.com/bphoto/bj0PICeDZ6WcnXaKgorLTw/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/penn-presbyterian-medical-center-philadelphia,3,3.5,-75.199526,39.9572244
198,"University CityPhiladelphia, PA",D̨ner en Blanc,http://s3-media1.ak.yelpcdn.com/bphoto/g6_rcEYE8yH6kVOo5bAPqQ/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/d%C3%AEner-en-blanc-philadelphia,2,5,-75.18316,39.95526
199,"3451 Walnut StUniversity CityPhiladelphia, PA 19104",University City District,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Philadelphia,PA,http://www.yelp.com/biz/university-city-district-philadelphia,4,3.5,-75.19389,39.953115
200,"8910 University Center Ln, Ste 200University CitySan Diego, CA 92122",Ameriprise Financial Advisors,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,San Diego,CA,http://www.yelp.com/biz/ameriprise-financial-advisors-san-diego-12,2,1.5,-117.226609,32.870847
201,"3655 Nobel DrSte 130University CitySan Diego, CA 92122",Advanced Ophthalmology Institute,http://s3-media4.ak.yelpcdn.com/bphoto/u-0r_N0jnHk-jjZqwDgZNA/ms.jpg,San Diego,CA,http://www.yelp.com/biz/advanced-ophthalmology-institute-san-diego,5,3.5,-117.227913,32.86769
202,"3621 Walnut StUniversity CityPhiladelphia, PA 19104",Philadelphia Runner,http://s3-media3.ak.yelpcdn.com/bphoto/n7eYXK9ZOsU-7Colv-g41A/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/philadelphia-runner-philadelphia-3,9,4.5,-75.1960202,39.9533125
203,"3505 Lancaster AvePowelton VillagePhiladelphia, PA 19104",Mokas Mediterranean Restaurant,http://s3-media2.ak.yelpcdn.com/bphoto/W4orUGeJli_oDYxwGAuUtA/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/mokas-mediterranean-restaurant-philadelphia,6,2,-75.1928662,39.9583142
204,"38th St and Spruce StUniversity CityPhiladelphia, PA 19104",Mojo Gourmet Coffee,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Philadelphia,PA,http://www.yelp.com/biz/mojo-gourmet-coffee-philadelphia,2,4,-75.1992615,39.9512766
205,"220 S 40th StUniversity CityPhiladelphia, PA 19104",The Bridge: Cinema de Lux,http://s3-media3.ak.yelpcdn.com/bphoto/iz-AqbaMFcvSjDefJOyDZA/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/the-bridge-cinema-de-lux-philadelphia,74,3,-75.203201,39.9540162
206,"3714 Spruce StUniversity CityPhiladelphia, PA 19104",Beijing Restaurant,http://s3-media3.ak.yelpcdn.com/bphoto/38A6VTKWyt5KUcphuBscww/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/beijing-restaurant-philadelphia,61,3,-75.1981223,39.951033
207,"3707 Nobel DriveUniversity CitySan Diego, CA 92122",Salon Nobel,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,San Diego,CA,http://www.yelp.com/biz/salon-nobel-san-diego,2,5,-117.2269106,32.8673414
208,"3600 Sansom StUniversity CityPhiladelphia, PA 19104",Penne Restaurant & Wine Bar,http://s3-media4.ak.yelpcdn.com/bphoto/zsc0j1MI186a8d3TggbW3A/ms.jpg,Philadelphia,PA,http://www.yelp.com/biz/penne-restaurant-and-wine-bar-philadelphia-3,28,2.5,-75.1956868,39.9538657
